trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.5, 'e': 0.1580253208896478}",20,11,4.602476452016019,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,6,23.152559797055645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.15645294267495474}",25,0,16.201028902403664,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.1556726303679973}",35,26,14.243922847687264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.15489620988490704}",30,24,10.35602878647763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.1541236618151314}",30,16,10.983874399271354,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.15335496684492847}",20,0,18.81278379762197,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.15259010575688386}",25,10,-18.28569958206424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
377,False,"{'a': 0.5, 'e': 0.1518290594294306}",30,13,29.089173162392942,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15107180883637084}",30,12,6.109729831426803,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.15031833504640033}",25,7,21.105674085629833,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,11,1.2877853326751436,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.14882264262214037}",20,6,21.28247809044108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14808038659546244}",35,16,-9.1845727169695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.14734183258616193}",20,12,9.073910940658177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14660696213035015}",30,6,-15.57565345248934,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.14587575685622736}",25,15,-90.48015345099883,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
386,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,0,5.505579470106134,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
387,False,"{'a': 0.5, 'e': 0.14442426882354198}",25,7,14.89012785302593,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14370394977770293}",25,12,20.666291318647886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.14298722333809288}",35,15,31.58227871141719,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.1422740715865136}",30,16,23.584162437003794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14156447669413402}",20,5,17.946460650281665,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.140858420921045}",20,12,16.595052872291483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.14015588661581535}",25,20,9.950120172917055,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,0,26.983634446107374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.13876131224295524}",20,3,15.845877211925341,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,11,12.98199869902537,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13738061411695424}",20,0,13.648332291543932,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.13669542544552385}",20,12,9.299049423546558,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.13601365416684916}",25,15,5.007187512805418,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,4,30.187884770175167,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.13466029569550586}",25,12,12.021608469933247,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13398867466880493}",30,22,14.475207373108816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13332040336594936}",25,16,18.765487257759634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.13265546508012172}",20,0,28.297698028108513,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.13199384318783022}",30,18,4.163799132930254,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.13133552114849303}",30,15,18.9518680299281,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13068048250402503}",35,6,31.472201245161365,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.1300287108784259}",20,0,28.06995426979332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.12938018997737108}",20,0,-13.931134129334948,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.12873490358780423}",20,3,24.283629633496304,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12809283557753198}",20,3,27.5405190150509,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,14,15.704020600496639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.1268182905679951}",25,2,13.1366816954936,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,12,12.345316251040634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.1255564274931972}",30,0,36.95843663778784,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,8,-59.405419466517195,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
417,False,"{'a': 0.5, 'e': 0.12430712016577938}",25,13,11.602986998993059,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12368713581745483}",30,10,18.300081519948385,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12307024365396771}",20,7,9.810446974517259,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,14,10.071615256857893,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12184567426908036}",20,0,5.496566627039629,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
422,False,"{'a': 0.5, 'e': 0.12123796643338168}",25,11,-28.36115592535774,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12063328955315826}",20,0,21.296609590175915,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,12,15.166688812255126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11943296826671962}",25,17,12.854268896072696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,6,22.25757306817102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.1182445903766354}",20,9,20.496290012250196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11765484302177918}",30,5,39.80742868926389,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11706803704412637}",20,2,18.16818707171066,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,0,15.432913071030647,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.11590319061287874}",30,1,31.3634506449179,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11532512103806251}",25,17,14.452061833993362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11474993459727875}",30,16,25.149229465276065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.1141776169108365}",20,12,15.853602767678037,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.11360815367076371}",30,18,24.533168199032495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.11304153064044985}",25,14,13.160573920130593,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11247773365428958}",30,22,13.826854164595169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,12,-39.87495960602397,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
439,False,"{'a': 0.5, 'e': 0.11135856150491262}",20,0,21.050469227955702,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,5,36.50012677180763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11025052530448522}",20,16,7.297082027712022,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.10970064851551141}",35,0,46.63238786419545,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.5, 'e': 0.10915351424846406}",20,8,19.40838969634163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10860910882495796}",25,1,-4.542202370215834,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10806741863482926}",25,9,17.894569091475866,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10752843013579495}",25,7,-15.81236128370384,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10699212985311449}",20,12,-22.874945588648433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.1064585043792528}",30,0,26.5936321500693,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.10592754037354536}",20,0,24.849483661140248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,10,5.541461414382663,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.1048735437362869}",25,10,14.993476076743207,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.104350484754765}",20,7,16.587901850282087,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.10383003454079692}",25,0,-23.599532185596296,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,1,24.05371996500473,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.1027969084352864}",20,9,17.90222025229282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,0,15.974159629646707,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.10177406210628372}",20,2,26.806666495679384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,0,27.481073122166332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.10076139326830373}",30,2,28.265032409087162,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.1002588437228037}",30,0,33.508462343239366,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
461,False,"{'a': 0.5, 'e': 0.09975880065361863}",20,6,2.2250543491800867,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09926125155964566}",20,10,16.218225660915344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09876618400213154}",20,4,23.186481210957325,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09827358560436154}",30,17,23.149932636761086,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09778344405135005}",20,0,2.7452392468381426,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
466,False,"{'a': 0.5, 'e': 0.09729574708953276}",20,10,15.628710426877378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09681048252646021}",25,8,12.257924635181883,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09632763823049303}",20,0,-53.079186538766116,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
469,False,"{'a': 0.5, 'e': 0.09584720213049865}",20,14,12.550195276278021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.09536916221554961}",25,13,-2.1021087120817463,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.09489350653462311}",20,14,12.017319973699252,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.09442022319630235}",20,0,-16.130820301085873,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.09394930036847918}",30,13,28.293573983867763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,0,24.998053602473135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.09301448921066349}",20,0,21.199869340238173,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
476,False,"{'a': 0.5, 'e': 0.09255057751034329}",30,7,-5.255085792804807,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
477,False,"{'a': 0.5, 'e': 0.09208897957928115}",25,14,18.074968345958197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,10,18.477381832842724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09117267892259785}",20,0,-24.3814404016114,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.09071795328941251}",20,6,3.938690782243988,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.09026549560978427}",30,15,23.548626677932113,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08981529457224763}",25,8,17.011651787156097,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.08936733892175319}",25,0,14.881725734800677,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
484,False,"{'a': 0.5, 'e': 0.08892161745938634}",20,9,20.250970698924306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.08847811904208727}",25,4,30.355424946209826,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.08803683258237255}",25,15,19.14213697689359,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.08759774704805763}",20,15,8.909578711324192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,5,23.942726034541437,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.08672613490173114}",25,8,29.35569559625574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.0862935864993705}",25,0,41.02873260870579,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08586319544116683}",30,13,19.85721169708693,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08543495096732123}",35,18,24.26829015410605,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.08500884237169956}",20,8,22.6718602543975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08458485900156469}",30,0,43.11899420280027,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08416299025731036}",20,1,16.734294438383767,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,10,16.321772860065746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.083325554512083}",20,0,13.239532859488776,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
498,False,"{'a': 0.5, 'e': 0.08290996657517266}",20,9,-13.805500609507414,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.08249645139174498}",25,17,15.065096052945334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,0,24.961103452187423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.08167559798529346}",20,12,9.18754876720846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,12,11.871932713557602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08086291220670366}",25,3,36.12823242979201,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.08045960674953244}",35,23,16.283560925312646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.08005831278672054}",25,8,29.826177953853836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.07965902028589801}",30,18,18.744960224886714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.07926171926473155}",25,0,12.276582060075626,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
